N	P	K	temperature	humidity	ph	rainfall	label
49	77	79	19.46549349	15.58467734	7.653769145	84.61686103	chickpea
60	46	41	20.0454142	81.3121886	7.580068794	261.9050663	rice
104	35	28	27.51006055	50.66687215	6.983732393	143.9955548	coffee
8	135	201	18.84344401	81.62199488	5.671489357	66.42246413	grapes
27	62	77	18.19737048	14.71070537	6.576415562	70.18185181	chickpea
35	58	20	29.38538562	63.47742011	5.761702519	90.05422663	pigeonpeas
40	123	198	30.4909038	80.76993554	5.780701297	72.31712783	grapes
17	58	22	27.3463973	59.19631477	8.009201694	44.33977221	mothbeans
120	23	54	28.55440976	94.79002034	6.776405947	24.23748229	muskmelon
1	11	28	27.56595915	95.51049639	6.177777133	162.0110075	coconut
22	67	20	18.48490332	18.47733827	5.728479473	137.8868193	kidneybeans
31	137	205	24.80764803	80.91462969	6.102294762	65.01095312	grapes
0	46	17	28.57527027	84.36795472	6.613732504	59.87232071	mungbean
93	81	50	27.71822477	76.57853189	6.036079266	102.2099836	banana
109	35	18	24.58193025	79.62151462	7.994679507	98.02998665	cotton
114	21	55	25.4438391	87.9392312	6.472756256	57.51549686	watermelon
89	25	34	23.07895447	63.65861483	7.184801627	129.8765443	coffee
21	129	202	14.28016172	82.85107297	5.668124493	71.08090958	grapes
17	56	17	27.94293692	45.41393636	5.9565851	69.66289997	mothbeans
89	25	50	27.04863538	91.34685096	6.375923383	25.08146686	muskmelon
27	63	19	20.93409877	21.1893007	5.562201934	133.1914419	kidneybeans
58	73	16	33.36984395	65.67718163	6.874142175	64.89517488	blackgram
106	19	49	26.93899196	86.29211031	6.322831334	50.03562299	watermelon
3	69	16	16.87201796	23.11747232	5.697207066	101.3500408	kidneybeans
103	95	51	29.30836965	81.65627661	5.947708486	94.61274454	banana
53	69	23	25.9971694	66.72920829	7.407434223	66.18560809	blackgram
25	29	44	20.73440044	89.36077718	6.654337818	105.3092292	pomegranate
103	31	32	26.51026553	63.74515475	7.242521155	170.3286579	coffee
109	12	45	24.64794703	87.1495687	6.23388328	54.765161	watermelon
104	25	25	26.54250435	55.52850255	6.523873109	153.1585334	coffee
65	61	52	24.2231834	92.74339791	6.8732576	114.7001284	papaya
19	70	17	23.06863001	68.17855492	6.698207865	43.28733032	lentil
22	132	199	21.77668021	92.22281706	6.021472468	109.4723666	apple
100	41	22	22.4204752	84.55794703	7.318802162	93.46595573	cotton
36	123	196	31.13491949	80.34799594	6.154975257	69.10369727	grapes
87	21	52	27.3506296	94.2911951	6.067665498	27.21244021	muskmelon
106	87	45	28.45320077	78.37052751	6.259275863	116.0902826	banana
16	68	23	20.67371007	23.37064989	5.899010876	119.0644588	kidneybeans
104	73	46	29.1400919	80.1190228	6.28236237	90.45142867	banana
115	6	49	28.3651979	90.01506395	6.670180274	26.27882904	muskmelon
28	14	44	19.88141465	91.32376236	6.803741443	107.515035	pomegranate
22	60	24	18.78226261	20.24768314	5.630664753	104.2570723	kidneybeans
21	64	20	25.34704972	69.69141302	5.700543177	180.5119021	pigeonpeas
0	23	26	33.14602437	50.15296809	5.439913656	96.65660297	mango
133	41	15	24.79324534	76.11333131	7.789012505	73.06235511	cotton
102	11	45	29.03167341	93.12603235	6.35544263	24.15591199	muskmelon
40	138	196	23.82255795	91.33065089	5.724699116	113.2676681	apple
59	55	50	32.95877502	92.41576735	6.850981251	179.5870432	papaya
109	52	15	24.17088123	83.65575909	7.090495887	65.72756223	cotton
99	8	49	24.47616951	89.98405233	6.499180603	44.98484695	watermelon
39	52	48	37.77969693	91.71739944	6.788360863	110.994769	papaya
10	23	11	23.33181789	92.77049148	7.043726936	107.006738	orange
27	74	17	18.97210624	60.09116626	6.966152833	40.68961243	lentil
0	12	40	22.47570215	85.36992383	6.473144699	109.1497512	pomegranate
52	63	50	32.59236713	93.73792672	6.629921472	85.94237962	papaya
15	15	14	10.01081312	93.34499733	7.446335592	100.7795507	orange
18	69	18	29.94413861	65.38649719	7.769204034	54.9393771	lentil
79	48	15	26.11233561	62.09101408	6.069263034	70.17511768	maize
21	135	204	21.30049843	91.96373749	6.091579506	121.0388197	apple
32	17	9	23.99334487	90.00621688	6.574244032	111.5888844	orange
111	29	31	27.92374437	56.66325013	6.848874088	181.0128133	coffee
10	49	22	28.03080944	86.30001457	6.455662187	45.94676314	mungbean
34	58	79	17.17114938	14.69692599	8.260030139	81.90157	chickpea
40	141	197	9.220381101	82.1962809	6.380293657	73.10724096	grapes
17	65	16	22.9264546	24.93159328	5.527336205	134.0788826	kidneybeans
28	31	28	32.33970866	50.15913079	5.938104019	91.71051726	mango
79	44	45	23.96270527	83.9254653	6.486114443	170.5361661	jute
28	10	30	29.8690834	91.14723422	6.305740522	192.7678575	coconut
19	58	21	28.64513148	50.54503248	6.754411163	72.38610005	mothbeans
82	26	47	28.50416396	93.46806467	6.565312653	24.20007242	muskmelon
20	31	30	27.56150531	49.49219328	6.083097652	95.29443988	mango
112	20	28	26.88517292	51.2851321	7.202559748	160.146538	coffee
44	55	17	28.95836386	61.71993513	6.920712316	65.32014592	blackgram
39	69	53	25.9300384	93.02357765	6.964955435	241.8202079	papaya
113	40	29	25.18885571	51.32831839	6.800862249	138.4675385	coffee
103	10	45	24.86294702	88.98227219	6.725135814	47.40231828	watermelon
36	49	19	27.93253047	86.22570458	7.089735821	54.06763678	mungbean
40	69	20	29.87846464	66.63321829	6.86021373	61.14045758	blackgram
28	57	80	18.79616793	18.62046982	8.652350887	69.51135691	chickpea
46	65	17	27.96560024	60.06534859	7.27439267	63.93274099	blackgram
80	38	35	25.12376408	65.76418441	7.444242427	199.4735636	coffee
24	25	25	27.13721963	94.56158248	6.08151479	205.674972	coconut
9	66	21	30.11812084	34.13307843	5.719889876	157.0858232	pigeonpeas
84	7	51	26.81530456	87.65694462	6.399669044	55.74073582	watermelon
6	78	18	20.90905968	65.36639544	6.529944933	52.60488372	lentil
10	5	10	14.81964267	91.90597559	7.15437245	108.9587632	orange
76	44	43	26.43834596	80.1769573	6.155570128	170.7529739	jute
88	81	45	27.99827258	77.94528677	5.886139238	98.74636879	banana
47	68	80	19.1670452	15.74509382	7.231779941	78.36811126	chickpea
109	30	33	24.72239132	57.24658693	6.441242905	176.1753635	coffee
67	60	36	24.60926021	80.18821132	6.141905343	168.0632688	jute
7	63	24	22.95458237	24.03553105	5.858617867	107.7315386	kidneybeans
89	50	37	26.85173813	80.52381468	6.387082698	150.2355238	jute
17	68	18	16.47294904	24.13670007	5.711447653	149.7441028	kidneybeans
21	9	30	27.55575742	95.7774383	5.957406548	158.0370069	coconut
79	37	39	23.51982504	80.12267476	5.516530625	240.2548637	rice
6	48	21	27.67230768	88.35947703	6.634937008	54.91681912	mungbean
6	60	15	25.99932466	53.13434217	6.598032331	51.81579459	mothbeans
27	15	31	27.58660027	97.76975854	6.120048496	139.8726227	coconut
26	25	35	27.03034169	50.55134633	6.386825224	94.30809263	mango
40	15	8	24.37509426	92.59767457	7.638898639	100.547922	orange
29	61	22	19.29267214	63.82047656	7.142637532	42.97823636	lentil
109	76	55	27.3573135	78.66860789	6.152297592	114.1972106	banana
16	29	40	22.70896131	89.53982896	5.884824231	102.5184759	pomegranate
15	13	8	19.1788903	93.29658751	7.299567263	107.2396565	orange
26	15	31	33.62114243	54.9640534	5.734758964	90.07713945	mango
18	76	21	23.47184751	66.52514508	6.449546227	54.27455688	lentil
14	37	15	27.96235681	83.97586797	6.581351374	48.9366954	mungbean
0	21	35	26.47273015	90.92272079	6.326173946	172.7343642	coconut
7	11	32	29.25902906	95.11294697	5.542169139	184.7624496	coconut
18	19	27	27.75518664	52.34605806	4.772385986	94.11213345	mango
92	38	25	25.93764343	58.13229775	6.585183207	136.6826371	coffee
25	79	20	25.09658435	63.92783655	7.017480085	46.13692807	lentil
26	32	28	33.57667008	45.5013299	5.810730524	89.34293846	mango
22	58	18	24.50811215	53.06557703	6.429083233	30.92014047	mothbeans
25	19	43	20.98250468	86.51145681	6.387349869	105.3716086	pomegranate
33	71	19	21.59520093	21.05185179	5.722913862	82.19279494	kidneybeans
15	16	27	31.38972855	51.96845004	5.608643737	93.49007024	mango
103	33	25	27.10210397	55.7497332	6.911066044	139.5013171	coffee
24	69	21	32.63137149	30.40046769	5.540296208	150.614378	pigeonpeas
31	59	17	23.49388548	67.55364025	7.36009608	54.9393771	lentil
79	56	41	21.99107284	83.67493651	6.3522255	231.9946343	rice
6	80	24	18.27758106	19.19174491	5.687436014	107.5526115	kidneybeans
111	78	45	28.69276881	79.28585044	6.24549818	109.35483	banana
82	49	42	23.73677321	83.18088853	7.028654862	267.709829	rice
19	35	29	29.757088	54.77088246	6.105108158	93.44291597	mango
109	70	55	26.37414661	83.62850892	5.936012133	107.6266615	banana
24	68	82	19.19324653	15.87601804	7.204377994	77.61948935	chickpea
6	22	42	23.34367589	94.64504303	6.276659234	112.0112008	pomegranate
43	80	80	18.67418837	16.48806833	7.8571676	91.87355394	chickpea
106	15	55	26.58837433	85.89192532	6.491165738	43.35738765	watermelon
108	5	47	29.24865299	93.29171667	6.388435711	22.10661357	muskmelon
11	139	200	30.68809713	81.36034737	6.159053808	70.06860884	grapes
18	49	21	27.83872662	89.8438842	6.969161874	51.29175754	mungbean
109	12	46	28.61771376	93.05285455	6.002927293	28.67956578	muskmelon
14	18	30	29.80747243	52.13797867	5.191265116	95.74606104	mango
105	88	45	28.09427713	84.97849241	5.973846839	101.6346931	banana
83	21	52	25.44291651	84.09329411	6.324090411	52.70691567	watermelon
21	66	19	18.31910448	35.17999095	5.97309992	129.8949506	pigeonpeas
2	24	38	24.55981624	91.63536236	5.922935513	111.9684622	pomegranate
50	56	76	20.99502153	19.8601304	7.966605025	73.50734019	chickpea
40	22	35	32.09809559	47.59760907	5.950241838	92.12081927	mango
22	9	8	11.97242974	92.00837041	7.995848977	105.0962572	orange
15	68	19	25.85516672	50.09707508	4.548202098	147.473458	pigeonpeas
20	54	17	29.47702168	58.31654059	6.039223766	53.07798859	mothbeans
70	53	35	22.79559753	82.31919583	6.680673202	222.4798514	rice
0	49	18	29.68361658	87.93598094	6.990095452	41.82490236	mungbean
96	30	53	28.2653553	91.34151973	6.298976452	27.77319552	muskmelon
28	23	34	26.89477645	95.23453755	5.924330119	132.8191095	coconut
85	26	26	25.40325896	52.2199612	6.214149214	177.5332343	coffee
104	82	53	25.11267535	78.83250918	5.611793711	109.9439747	banana
10	144	196	23.4173273	90.57049362	6.136963983	113.8032493	apple
80	89	51	29.27102459	83.55640317	5.847591709	98.63954701	banana
8	55	22	28.44436025	42.2610167	6.942253599	96.75672434	pigeonpeas
50	60	55	36.0616829	92.77546115	6.702756059	112.6276368	papaya
5	75	22	26.36201112	62.01325205	4.607129014	162.7235252	pigeonpeas
74	53	20	25.29794195	67.8191298	5.615196306	85.26940724	maize
22	69	20	24.8708168	66.47243563	6.898696681	41.52216745	lentil
111	26	53	24.99417043	88.43170691	6.699752881	47.68571204	watermelon
32	68	76	20.1963511	18.97275125	6.749835322	65.62340194	chickpea
93	38	43	24.28090242	82.70053765	6.260087479	264.5463781	rice
25	79	19	21.22715792	45.2034819	5.704192405	198.8298806	pigeonpeas
7	75	20	25.07948783	62.2269555	7.841496029	36.75092096	lentil
10	69	17	28.07209195	69.92375891	7.237203444	48.38238997	lentil
41	63	54	29.97600239	94.94482086	6.666924763	204.9884737	papaya
23	48	22	27.01470397	88.87027206	6.949469857	49.66391206	mungbean
30	28	6	26.20282858	91.18466333	6.55363508	103.3313044	orange
30	28	27	29.31021769	52.21774981	6.301253356	93.7583296	mango
21	76	21	28.03796788	44.06700573	4.649561105	197.7792375	pigeonpeas
40	30	43	24.68527739	89.27077228	6.772943685	108.524324	pomegranate
101	20	48	24.6774157	82.75411437	6.206247494	57.05709413	watermelon
7	45	22	25.50634557	44.8302551	9.926212291	74.32635105	mothbeans
63	44	41	24.17298839	83.7287574	5.583370042	257.0343554	rice
15	64	20	21.14419301	68.9754629	6.483905018	54.18410794	lentil
28	130	196	22.13450646	94.67695747	6.062356467	112.9203223	apple
98	22	52	24.78522952	85.13666535	6.519462366	43.41276729	watermelon
25	21	14	21.03748209	93.77329609	7.559639016	115.5409645	orange
83	72	47	27.58326365	84.97849241	6.341996311	105.5892868	banana
6	128	200	25.96308415	82.57813624	5.838748311	70.31782647	grapes
8	26	36	18.78359608	87.4024767	6.804781106	102.5184759	pomegranate
115	18	53	29.17052093	94.19790371	6.012480351	22.06994464	muskmelon
12	29	13	22.45616931	91.52781832	7.57125447	118.0069295	orange
34	7	15	25.10615427	94.0118772	7.346920161	105.5067962	orange
108	81	52	27.04689564	79.57929054	5.665441932	104.5883683	banana
63	55	43	24.37268357	80.73601625	6.109297803	191.9415237	jute
5	8	11	14.66196114	91.73357277	7.22157038	103.1466564	orange
24	55	20	24.63756361	67.57732402	7.841496029	44.82343031	lentil
90	54	21	22.2592981	65.45829906	6.627185936	60.65171481	maize
21	29	12	22.30318989	92.15987039	6.438668989	117.3688104	orange
40	58	53	40.56611386	91.46487286	6.872654431	103.6568924	papaya
87	48	38	23.81579631	80.94023552	7.161865733	190.312216	jute
107	26	49	28.26425377	91.43034767	6.386482348	24.51693947	muskmelon
96	24	45	25.8731414	81.46286373	6.43393039	47.50735952	watermelon
102	43	20	25.07507938	79.50034204	6.273635526	75.24401577	cotton
25	71	18	21.72717976	69.92375891	6.751934875	46.5948397	lentil
80	76	47	25.28283329	75.72184055	6.318658962	106.8697241	banana
15	71	16	20.30700042	21.43306238	5.827028748	116.567713	kidneybeans
16	27	27	27.00315545	48.60542982	5.737909493	96.70630912	mango
103	25	53	27.76699567	93.98552056	6.185482113	28.85944264	muskmelon
16	11	31	25.81013476	92.12962413	6.46592068	171.1762069	coconut
10	68	22	29.94413861	69.92375891	6.2791541	42.97650639	lentil
20	65	24	20.65407738	21.05628903	5.695154712	149.7441028	kidneybeans
97	49	18	25.23339448	63.16833396	5.601255265	79.91473601	maize
60	52	35	24.40977539	74.62858711	7.027244837	158.8291692	jute
6	142	199	22.72183934	90.02575116	6.138181725	113.9218378	apple
21	47	15	28.57905872	86.94506475	6.603278908	59.87232071	mungbean
64	49	42	25.66197964	81.03016373	5.73172139	246.1670713	rice
74	50	39	25.23686645	83.20822152	5.678595343	283.108426	rice
94	50	19	23.30355338	73.62548442	5.873242491	97.59081274	maize
25	5	27	25.93969423	93.12989831	5.825955698	213.1550931	coconut
96	54	22	25.70196694	61.33450447	6.960358276	83.20711308	maize
23	5	44	21.20725375	94.26304717	7.16300467	107.5660804	pomegranate
88	26	52	28.16691429	93.69825383	6.781050373	24.8170886	muskmelon
40	131	204	22.96431171	93.13031116	5.956523599	101.5096938	apple
120	35	22	24.68188415	80.25429326	7.994679507	82.22104688	cotton
40	22	34	29.6001039	95.5245535	5.50158009	195.7369926	coconut
58	46	45	42.39413392	90.79028064	6.576261427	88.46607497	papaya
28	69	19	19.78751635	69.82312331	6.795541052	44.29070334	lentil
35	68	21	17.45491278	24.96969858	5.634721566	60.27552528	kidneybeans
37	8	25	28.23902566	91.98303656	6.191103751	173.4840638	coconut
13	126	204	23.1094265	92.79630809	6.383180271	108.183792	apple
49	71	83	18.52176077	19.21142277	7.509086638	71.24663509	chickpea
23	142	198	20.7666096	80.24462349	6.093728358	66.2142911	grapes
4	49	22	27.72077366	85.26245505	7.040122047	42.48871435	mungbean
10	29	7	22.28833637	91.36546527	7.995848977	105.2246814	orange
94	47	19	25.18930802	60.83603944	6.899397361	88.59595657	maize
23	78	84	19.31847885	15.45028958	7.50928239	81.21961331	chickpea
22	80	23	21.68938389	65.70958686	6.474169949	36.11477646	lentil
40	18	13	21.2698289	93.34332512	7.286068024	100.4902666	orange
94	70	45	29.1869113	82.25326625	5.546045286	94.14601495	banana
31	60	19	27.9363862	53.31417844	8.904940309	48.60978756	mothbeans
9	15	42	21.98570944	89.94123367	7.199504273	106.3037135	pomegranate
18	30	12	19.72639108	92.21385937	6.602056941	109.4415729	orange
33	26	36	22.65407713	90.88575194	6.422214222	102.5184759	pomegranate
15	44	24	25.0046677	40.00933429	5.123293499	64.6316386	mothbeans
26	135	205	23.07250625	83.98351748	6.499604931	72.56862639	grapes
67	37	17	18.04185513	66.6891358	6.908038059	84.95917037	maize
13	64	18	23.4209226	20.39297412	5.990361332	117.6749654	kidneybeans
77	60	42	23.46762873	82.3727027	5.951822064	283.2412365	rice
116	5	46	25.57890118	87.25096061	6.40026933	50.81190988	watermelon
99	25	50	27.02415146	92.09024996	6.526160347	29.85790585	muskmelon
82	18	48	29.09588297	94.16748386	6.159050816	26.70581328	muskmelon
36	61	21	34.53823889	39.04468913	5.617008201	168.5948318	pigeonpeas
84	52	19	25.40868991	63.80537417	6.351159584	66.32087907	maize
15	54	15	29.97604322	57.03184356	8.35495812	44.86052932	mothbeans
74	39	38	23.24113501	84.59201843	7.782051313	233.0453455	rice
86	30	49	27.07614637	92.30305051	6.581505274	25.4701374	muskmelon
74	45	45	23.27481153	82.66117975	6.491573423	234.2715715	rice
43	50	48	28.28222883	91.37059792	6.63016515	179.2720807	papaya
13	132	200	17.5995835	83.60519817	6.079201924	70.74133732	grapes
9	43	20	31.09371913	60.9700103	4.462941163	38.64951977	mothbeans
106	60	24	23.41875883	80.13957965	6.460568874	70.07084779	cotton
40	37	22	25.9435791	42.04265251	6.439060378	58.45860116	mothbeans
82	80	54	29.77527172	84.71899106	6.0231705	116.0548014	banana
14	21	35	29.52501367	91.91185319	6.121005506	194.3100272	coconut
18	20	41	21.29533251	85.98484324	5.839472163	102.5184759	pomegranate
26	56	24	27.64132763	53.2918867	6.093814006	149.764433	pigeonpeas
1	132	200	16.27852801	82.94270065	5.620745638	66.57462809	grapes
8	145	195	20.59272957	83.45773441	6.080212315	67.79313634	grapes
60	69	76	17.61872007	17.29560841	5.988992796	88.18930272	chickpea
85	8	51	26.05444491	84.60693862	6.614503761	51.59176625	watermelon
1	27	36	23.98598756	93.34236582	5.684995235	104.991282	pomegranate
21	46	21	29.55631251	61.15173699	6.292900193	31.91061136	mothbeans
11	59	19	33.93958124	45.22861868	5.629119402	90.05422663	pigeonpeas
10	13	9	31.48737663	91.50749658	7.261426756	114.4909814	orange
118	50	19	22.95604064	82.33733678	6.360812227	66.48339303	cotton
37	24	13	19.14381903	90.71037456	7.8546243	108.0230792	orange
120	21	54	25.26209258	82.53409929	6.956508826	47.66527471	watermelon
28	37	28	32.13409675	50.52559148	6.097869767	98.63333684	mango
37	67	16	30.01690225	68.54326583	7.350099609	63.93145762	blackgram
31	39	18	29.84369598	54.70037006	8.024638305	42.47074218	mothbeans
34	80	20	22.83670769	69.15422849	6.684231731	46.14629287	lentil
111	32	34	25.46743689	69.35161206	6.392048018	171.3764462	coffee
93	85	49	27.96799119	79.28625709	5.694243847	119.4765557	banana
73	58	21	19.97215954	57.68272924	6.596060648	60.65171481	maize
3	129	203	29.74900576	82.42635154	5.928284597	69.84590798	grapes
28	30	35	32.13597129	50.21782219	5.432868469	97.60838127	mango
29	56	24	27.65994982	44.77637031	4.992146499	43.77729642	mothbeans
